model,control,split,metric,primary,mean,nominal_lo,nominal_hi,corrected_lo,corrected_hi,seed_1001,seed_1002,seed_1003,seed_1004,seed_1005
qwen25_15b_chat,hidden_budget,public,first_top1,False,-0.0037278657968313313,-0.005923101397610337,-0.001532630196052326,,,-0.0023816920368644467,-0.004452728590659594,-0.0057989023506265225,-0.0014497255876566584,-0.004556280418349434
qwen25_15b_chat,hidden_budget,public,rest_ce,False,-0.0007712552221508156,-0.0013132160402775342,-0.00022929440402409706,,,-0.0011170462986046722,-0.0007875007323935521,-0.0009412187470462588,-1.9548364747649927e-05,-0.0009909619679619452
qwen25_15b_chat,hidden_budget,public,rest_top1,False,0.0003280528337721744,6.025036774385742e-05,0.0005958552998004915,,,0.000215824232744799,0.00046042502985577105,0.000503589876404642,0.0,0.00046042502985566003
qwen25_15b_chat,hidden_budget,public,em,False,-0.002609506057781941,-0.0055165880451567995,0.00029757592959291784,,,-0.001553277415346388,-0.0021745883814849876,-0.005902454178316252,0.0003106554830692998,-0.0037278657968313755
qwen25_15b_chat,hidden_budget,public,f1,False,0.0006204484470319294,-0.0005335805739757831,0.0017744774680396418,,,0.0006203260654314979,0.0009913603366527024,-0.0004524852603595697,0.0019513242283537569,-8.283134918740664e-06
qwen25_15b_chat,hidden_budget,public,avg,False,-0.0009945288053747393,-0.0030050396348080305,0.001015982024058552,,,-0.0004664756749572785,-0.0005916140224156985,-0.0031774697193379664,0.0011309898557114728,-0.0018680744658742254
qwen25_15b_chat,hidden_budget,public,generated_tokens,False,0.15296675986331146,0.040527833993780946,0.26540568573284196,,,0.17800559179869602,0.25722273998136025,0.1404162783473133,0.009940975458215817,0.17924821373097188
qwen25_15b_chat,hidden_budget,public,hit_token_cap,False,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
qwen25_15b_chat,hidden_budget,internal,answer_set_probability,False,0.00639243998295157,0.004960041586443505,0.007824838379459634,,,0.005089916614095191,0.005538418460831529,0.008043822542729284,0.0067911429609476825,0.0064988993361541625
qwen25_15b_chat,hidden_budget,internal,answer_set_nll,False,-0.01579675216962704,-0.021403151958960198,-0.010190352380293878,,,-0.021776005969847745,-0.009781477365622404,-0.018306577835979887,-0.014202668015973252,-0.014917031660711899
qwen25_15b_chat,hidden_budget,internal,content_micro_ce,False,-0.0011641508616167307,-0.0019335897374788856,-0.0003947119857545759,,,-0.002054721797286385,-0.0005677425773632505,-0.0012688647107399753,-0.0005795531383166463,-0.001349872084377396
qwen25_15b_chat,hidden_budget,internal,content_macro_ce,False,-0.001363851160384455,-0.0020755026194060828,-0.0006521997013628272,,,-0.0020336500258631707,-0.0007678569188369899,-0.0018589214062061932,-0.000852224741542229,-0.001306602709473692
qwen25_15b_chat,hidden_budget,internal,total_micro_ce,False,-0.0010373745515763698,-0.0014055474775655388,-0.0006692016255872009,,,-0.0014300328438101306,-0.0006423507558362129,-0.0012021950948886417,-0.0009326908598709938,-0.0009796032034758706
qwen25_15b_chat,hidden_budget,internal,eos_ce,False,0.000766351431546941,-0.005730960098299561,0.007263662961393443,,,0.0074578082394049505,-0.0017038480499462771,-0.00025364470438021813,-0.00595700245078018,0.00428844412343643
qwen25_15b_chat,hidden_budget,internal,content_top1,False,0.0003965540817721713,6.017549151267695e-05,0.0007329326720316657,,,6.837139340898357e-05,0.00020511418022695072,0.00041022836045401245,0.0005469711472719796,0.0007520853274989303
qwen25_15b_chat,hidden_budget,internal,first_ce,False,-0.006727332033439737,-0.011692347562911497,-0.0017623165039679757,,,-0.010535871995076551,-0.0012122615408567405,-0.010766601248405117,-0.005571434695585298,-0.005550490687274978
qwen25_15b_chat,hidden_budget,internal,first_top1,False,0.004280155642023331,-0.0019140960567223964,0.010474407340769059,,,-0.0019455252918287869,0.0009727626459143934,0.009727626459143934,0.008754863813229541,0.0038910505836575737
qwen25_15b_chat,hidden_budget,internal,rest_ce,False,-0.000743577965261838,-0.0013367658951326557,-0.00015039003539102033,,,-0.0014135523309436737,-0.0005190173608261295,-0.0005508419749907373,-0.00020217012310320276,-0.0010323080364454465
qwen25_15b_chat,hidden_budget,internal,rest_top1,False,0.0001029563171054182,-0.0002768411846980377,0.00048275381890887413,,,0.00022062067951167386,0.00014708045300781958,-0.00029416090601563916,-7.35402265039653e-05,0.000514781585527202
