phase,task,model,arm,seed,metric,value
core,cluener,qwen25_3b_base,both,6100,schema_valid,94.78778853313477
core,cluener,qwen25_3b_base,both,6100,strict_json,97.1705137751303
core,cluener,qwen25_3b_base,both,6100,native_eos_pct,97.39389426656739
core,cluener,qwen25_3b_base,both,6100,capped_pct,2.6061057334326136
core,cluener,qwen25_3b_base,both,6100,mean_generated_tokens,51.04988830975428
core,cluener,qwen25_3b_base,both,6101,primary,48.6529826812059
core,cluener,qwen25_3b_base,both,6101,span_precision_pct,47.9456384323641
core,cluener,qwen25_3b_base,both,6101,span_recall_pct,49.381510416666664
core,cluener,qwen25_3b_base,both,6101,text_micro_f1,49.839640795381655
core,cluener,qwen25_3b_base,both,6101,content_correct,23.00819061801936
core,cluener,qwen25_3b_base,both,6101,schema_valid,95.6813104988831
core,cluener,qwen25_3b_base,both,6101,strict_json,97.69173492181683
core,cluener,qwen25_3b_base,both,6101,native_eos_pct,97.69173492181683
core,cluener,qwen25_3b_base,both,6101,capped_pct,2.308265078183172
core,cluener,qwen25_3b_base,both,6101,mean_generated_tokens,49.69694713328369
core,cluener,qwen25_3b_base,both,6102,primary,48.80076750879437
core,cluener,qwen25_3b_base,both,6102,span_precision_pct,47.95725958516656
core,cluener,qwen25_3b_base,both,6102,span_recall_pct,49.674479166666664
core,cluener,qwen25_3b_base,both,6102,text_micro_f1,49.95203070035178
core,cluener,qwen25_3b_base,both,6102,content_correct,22.338049143708115
core,cluener,qwen25_3b_base,both,6102,schema_valid,94.71332836932241
core,cluener,qwen25_3b_base,both,6102,strict_json,96.94713328369322
core,cluener,qwen25_3b_base,both,6102,native_eos_pct,97.09605361131794
core,cluener,qwen25_3b_base,both,6102,capped_pct,2.903946388682055
core,cluener,qwen25_3b_base,both,6102,mean_generated_tokens,53.03723008190618
core,cluener,qwen25_7b_base,base,,primary,35.822683706070286
core,cluener,qwen25_7b_base,base,,span_precision_pct,46.332644628099175
core,cluener,qwen25_7b_base,base,,span_recall_pct,29.19921875
core,cluener,qwen25_7b_base,base,,text_micro_f1,38.85782747603834
core,cluener,qwen25_7b_base,base,,content_correct,12.956068503350707
core,cluener,qwen25_7b_base,base,,schema_valid,87.93745346239761
core,cluener,qwen25_7b_base,base,,strict_json,2.4571854058078926
core,cluener,qwen25_7b_base,base,,native_eos_pct,17.34921816827997
core,cluener,qwen25_7b_base,base,,capped_pct,82.65078183172002
core,cluener,qwen25_7b_base,base,,mean_generated_tokens,484.1995532390171
core,cluener,qwen25_7b_base,hidden,6100,primary,68.26556543837357
core,cluener,qwen25_7b_base,hidden,6100,span_precision_pct,66.65632754342431
core,cluener,qwen25_7b_base,hidden,6100,span_recall_pct,69.95442708333333
core,cluener,qwen25_7b_base,hidden,6100,text_micro_f1,69.82210927573063
core,cluener,qwen25_7b_base,hidden,6100,content_correct,38.7192851824274
core,cluener,qwen25_7b_base,hidden,6100,schema_valid,98.80863737900223
core,cluener,qwen25_7b_base,hidden,6100,strict_json,100.0
core,cluener,qwen25_7b_base,hidden,6100,native_eos_pct,100.0
core,cluener,qwen25_7b_base,hidden,6100,capped_pct,0.0
core,cluener,qwen25_7b_base,hidden,6100,mean_generated_tokens,38.91064780342517
core,cluener,qwen25_7b_base,hidden,6101,primary,69.14175506268082
core,cluener,qwen25_7b_base,hidden,6101,span_precision_pct,68.28571428571429
core,cluener,qwen25_7b_base,hidden,6101,span_recall_pct,70.01953125
core,cluener,qwen25_7b_base,hidden,6101,text_micro_f1,70.26679524268724
core,cluener,qwen25_7b_base,hidden,6101,content_correct,38.7192851824274
core,cluener,qwen25_7b_base,hidden,6101,schema_valid,98.43633655994043
core,cluener,qwen25_7b_base,hidden,6101,strict_json,99.92553983618764
core,cluener,qwen25_7b_base,hidden,6101,native_eos_pct,100.0
core,cluener,qwen25_7b_base,hidden,6101,capped_pct,0.0
core,cluener,qwen25_7b_base,hidden,6101,mean_generated_tokens,38.132539091586004
core,cluener,qwen25_7b_base,hidden,6102,primary,69.44533504328311
core,cluener,qwen25_7b_base,hidden,6102,span_precision_pct,68.41440303221731
core,cluener,qwen25_7b_base,hidden,6102,span_recall_pct,70.5078125
core,cluener,qwen25_7b_base,hidden,6102,text_micro_f1,70.82398204552742
core,cluener,qwen25_7b_base,hidden,6102,content_correct,39.38942665673864
core,cluener,qwen25_7b_base,hidden,6102,schema_valid,98.8830975428146
core,cluener,qwen25_7b_base,hidden,6102,strict_json,100.0
core,cluener,qwen25_7b_base,hidden,6102,native_eos_pct,100.0
core,cluener,qwen25_7b_base,hidden,6102,capped_pct,0.0
core,cluener,qwen25_7b_base,hidden,6102,mean_generated_tokens,38.27029039463887
core,cluener,qwen25_7b_base,hidden_budget,6100,primary,68.35081029551954
core,cluener,qwen25_7b_base,hidden_budget,6100,span_precision_pct,66.75977653631286
core,cluener,qwen25_7b_base,hidden_budget,6100,span_recall_pct,70.01953125
core,cluener,qwen25_7b_base,hidden_budget,6100,text_micro_f1,69.90784874483636
core,cluener,qwen25_7b_base,hidden_budget,6100,content_correct,38.86820551005212
core,cluener,qwen25_7b_base,hidden_budget,6100,schema_valid,98.8830975428146
core,cluener,qwen25_7b_base,hidden_budget,6100,strict_json,100.0
core,cluener,qwen25_7b_base,hidden_budget,6100,native_eos_pct,100.0
core,cluener,qwen25_7b_base,hidden_budget,6100,capped_pct,0.0
core,cluener,qwen25_7b_base,hidden_budget,6100,mean_generated_tokens,38.883097542814596
core,cluener,qwen25_7b_base,hidden_budget,6101,primary,69.00208902458621
core,cluener,qwen25_7b_base,hidden_budget,6101,span_precision_pct,68.13709933354491
core,cluener,qwen25_7b_base,hidden_budget,6101,span_recall_pct,69.88932291666667
core,cluener,qwen25_7b_base,hidden_budget,6101,text_micro_f1,70.15908725695003
core,cluener,qwen25_7b_base,hidden_budget,6101,content_correct,38.79374534623976
core,cluener,qwen25_7b_base,hidden_budget,6101,schema_valid,98.36187639612807
core,cluener,qwen25_7b_base,hidden_budget,6101,strict_json,99.92553983618764
core,cluener,qwen25_7b_base,hidden_budget,6101,native_eos_pct,100.0
core,cluener,qwen25_7b_base,hidden_budget,6101,capped_pct,0.0
core,cluener,qwen25_7b_base,hidden_budget,6101,mean_generated_tokens,38.13030528667163
core,cluener,qwen25_7b_base,hidden_budget,6102,primary,69.31836407377706
core,cluener,qwen25_7b_base,hidden_budget,6102,span_precision_pct,68.32121403730635
core,cluener,qwen25_7b_base,hidden_budget,6102,span_recall_pct,70.34505208333333
core,cluener,qwen25_7b_base,hidden_budget,6102,text_micro_f1,70.69767441860465
core,cluener,qwen25_7b_base,hidden_budget,6102,content_correct,39.166046165301566
core,cluener,qwen25_7b_base,hidden_budget,6102,schema_valid,98.8830975428146
core,cluener,qwen25_7b_base,hidden_budget,6102,strict_json,100.0
core,cluener,qwen25_7b_base,hidden_budget,6102,native_eos_pct,100.0
core,cluener,qwen25_7b_base,hidden_budget,6102,capped_pct,0.0
core,cluener,qwen25_7b_base,hidden_budget,6102,mean_generated_tokens,38.228592702903946
core,cluener,qwen25_7b_base,hidden_input,6100,primary,69.06543544021653
core,cluener,qwen25_7b_base,hidden_input,6100,span_precision_pct,67.59114989093176
core,cluener,qwen25_7b_base,hidden_input,6100,span_recall_pct,70.60546875
core,cluener,qwen25_7b_base,hidden_input,6100,text_micro_f1,70.4983282916733
core,cluener,qwen25_7b_base,hidden_input,6100,content_correct,39.38942665673864
core,cluener,qwen25_7b_base,hidden_input,6100,schema_valid,99.32985852568876
core,cluener,qwen25_7b_base,hidden_input,6100,strict_json,100.0
core,cluener,qwen25_7b_base,hidden_input,6100,native_eos_pct,100.0
core,cluener,qwen25_7b_base,hidden_input,6100,capped_pct,0.0
core,cluener,qwen25_7b_base,hidden_input,6100,mean_generated_tokens,38.753536857781086
core,cluener,qwen25_7b_base,hidden_input,6101,primary,69.36231420808694
core,cluener,qwen25_7b_base,hidden_input,6101,span_precision_pct,68.13186813186813
core,cluener,qwen25_7b_base,hidden_input,6101,span_recall_pct,70.63802083333333
core,cluener,qwen25_7b_base,hidden_input,6101,text_micro_f1,70.51302541153908
core,cluener,qwen25_7b_base,hidden_input,6101,content_correct,39.38942665673864
core,cluener,qwen25_7b_base,hidden_input,6101,schema_valid,98.43633655994043
core,cluener,qwen25_7b_base,hidden_input,6101,strict_json,99.92553983618764
core,cluener,qwen25_7b_base,hidden_input,6101,native_eos_pct,100.0
core,cluener,qwen25_7b_base,hidden_input,6101,capped_pct,0.0
core,cluener,qwen25_7b_base,hidden_input,6101,mean_generated_tokens,38.56366344005957
core,cluener,qwen25_7b_base,hidden_input,6102,primary,69.77116338614178
core,cluener,qwen25_7b_base,hidden_input,6102,span_precision_pct,68.61819326408562
core,cluener,qwen25_7b_base,hidden_input,6102,span_recall_pct,70.96354166666667
core,cluener,qwen25_7b_base,hidden_input,6102,text_micro_f1,71.11537846055369
core,cluener,qwen25_7b_base,hidden_input,6102,content_correct,39.83618763961281
core,cluener,qwen25_7b_base,hidden_input,6102,schema_valid,98.8830975428146
core,cluener,qwen25_7b_base,hidden_input,6102,strict_json,100.0
core,cluener,qwen25_7b_base,hidden_input,6102,native_eos_pct,100.0
core,cluener,qwen25_7b_base,hidden_input,6102,capped_pct,0.0
core,cluener,qwen25_7b_base,hidden_input,6102,mean_generated_tokens,38.36857781087119
core,cluener,qwen25_7b_base,hidden_output,6100,primary,70.38529743672417
core,cluener,qwen25_7b_base,hidden_output,6100,span_precision_pct,69.72213350367295
core,cluener,qwen25_7b_base,hidden_output,6100,span_recall_pct,71.06119791666667
core,cluener,qwen25_7b_base,hidden_output,6100,text_micro_f1,71.73948089634048
core,cluener,qwen25_7b_base,hidden_output,6100,content_correct,41.39985107967237
core,cluener,qwen25_7b_base,hidden_output,6100,schema_valid,99.18093819806404
core,cluener,qwen25_7b_base,hidden_output,6100,strict_json,99.92553983618764
core,cluener,qwen25_7b_base,hidden_output,6100,native_eos_pct,100.0
core,cluener,qwen25_7b_base,hidden_output,6100,capped_pct,0.0
core,cluener,qwen25_7b_base,hidden_output,6100,mean_generated_tokens,38.041697691734925
core,cluener,qwen25_7b_base,hidden_output,6101,primary,70.74417119131267
core,cluener,qwen25_7b_base,hidden_output,6101,span_precision_pct,69.43573667711598
core,cluener,qwen25_7b_base,hidden_output,6101,span_recall_pct,72.10286458333333
core,cluener,qwen25_7b_base,hidden_output,6101,text_micro_f1,71.70233152347492
core,cluener,qwen25_7b_base,hidden_output,6101,content_correct,40.50632911392405
core,cluener,qwen25_7b_base,hidden_output,6101,schema_valid,98.65971705137751
core,cluener,qwen25_7b_base,hidden_output,6101,strict_json,100.0
core,cluener,qwen25_7b_base,hidden_output,6101,native_eos_pct,100.0
core,cluener,qwen25_7b_base,hidden_output,6101,capped_pct,0.0
core,cluener,qwen25_7b_base,hidden_output,6101,mean_generated_tokens,38.63291139240506
core,cluener,qwen25_7b_base,hidden_output,6102,primary,69.66580976863753
core,cluener,qwen25_7b_base,hidden_output,6102,span_precision_pct,68.78172588832487
core,cluener,qwen25_7b_base,hidden_output,6102,span_recall_pct,70.57291666666667
core,cluener,qwen25_7b_base,hidden_output,6102,text_micro_f1,70.8547557840617
core,cluener,qwen25_7b_base,hidden_output,6102,content_correct,41.102010424422936
core,cluener,qwen25_7b_base,hidden_output,6102,schema_valid,98.51079672375279
core,cluener,qwen25_7b_base,hidden_output,6102,strict_json,100.0
core,cluener,qwen25_7b_base,hidden_output,6102,native_eos_pct,100.0
core,cluener,qwen25_7b_base,hidden_output,6102,capped_pct,0.0
core,cluener,qwen25_7b_base,hidden_output,6102,mean_generated_tokens,38.137751303052866
core,cluener,qwen25_7b_base,hidden_both,6100,primary,70.4669887278583
core,cluener,qwen25_7b_base,hidden_both,6100,span_precision_pct,69.72594008922881
core,cluener,qwen25_7b_base,hidden_both,6100,span_recall_pct,71.22395833333333
core,cluener,qwen25_7b_base,hidden_both,6100,text_micro_f1,71.94847020933977
core,cluener,qwen25_7b_base,hidden_both,6100,content_correct,41.62323157110946
core,cluener,qwen25_7b_base,hidden_both,6100,schema_valid,99.32985852568876
core,cluener,qwen25_7b_base,hidden_both,6100,strict_json,99.92553983618764
core,cluener,qwen25_7b_base,hidden_both,6100,native_eos_pct,100.0
core,cluener,qwen25_7b_base,hidden_both,6100,capped_pct,0.0
core,cluener,qwen25_7b_base,hidden_both,6100,mean_generated_tokens,38.12807148175726
core,cluener,qwen25_7b_base,hidden_both,6101,primary,70.29972752043597
core,cluener,qwen25_7b_base,hidden_both,6101,span_precision_pct,69.24534259551626
core,cluener,qwen25_7b_base,hidden_both,6101,span_recall_pct,71.38671875
core,cluener,qwen25_7b_base,hidden_both,6101,text_micro_f1,71.32553293797083
core,cluener,qwen25_7b_base,hidden_both,6101,content_correct,40.50632911392405
core,cluener,qwen25_7b_base,hidden_both,6101,schema_valid,98.73417721518987
core,cluener,qwen25_7b_base,hidden_both,6101,strict_json,99.92553983618764
core,cluener,qwen25_7b_base,hidden_both,6101,native_eos_pct,100.0
core,cluener,qwen25_7b_base,hidden_both,6101,capped_pct,0.0
core,cluener,qwen25_7b_base,hidden_both,6101,mean_generated_tokens,38.463886820551004
core,cluener,qwen25_7b_base,hidden_both,6102,primary,70.29275315949448
core,cluener,qwen25_7b_base,hidden_both,6102,span_precision_pct,69.1097829506134
core,cluener,qwen25_7b_base,hidden_both,6102,span_recall_pct,71.51692708333333
core,cluener,qwen25_7b_base,hidden_both,6102,text_micro_f1,71.4125739881619
core,cluener,qwen25_7b_base,hidden_both,6102,content_correct,40.580789277736415
core,cluener,qwen25_7b_base,hidden_both,6102,schema_valid,98.80863737900223
core,cluener,qwen25_7b_base,hidden_both,6102,strict_json,100.0
core,cluener,qwen25_7b_base,hidden_both,6102,native_eos_pct,100.0
core,cluener,qwen25_7b_base,hidden_both,6102,capped_pct,0.0
core,cluener,qwen25_7b_base,hidden_both,6102,mean_generated_tokens,38.408041697691736
core,cluener,qwen25_7b_base,input,6100,primary,51.14318144965137
core,cluener,qwen25_7b_base,input,6100,span_precision_pct,50.95315024232633
core,cluener,qwen25_7b_base,input,6100,span_recall_pct,51.334635416666664
core,cluener,qwen25_7b_base,input,6100,text_micro_f1,52.116101832333385
core,cluener,qwen25_7b_base,input,6100,content_correct,23.15711094564408
core,cluener,qwen25_7b_base,input,6100,schema_valid,97.02159344750558
core,cluener,qwen25_7b_base,input,6100,strict_json,99.85107967237528
core,cluener,qwen25_7b_base,input,6100,native_eos_pct,99.92553983618764
core,cluener,qwen25_7b_base,input,6100,capped_pct,0.07446016381236038
core,cluener,qwen25_7b_base,input,6100,mean_generated_tokens,38.09084139985108
core,cluener,qwen25_7b_base,input,6101,primary,52.242302543507364
core,cluener,qwen25_7b_base,input,6101,span_precision_pct,53.7534435261708
core,cluener,qwen25_7b_base,input,6101,span_recall_pct,50.813802083333336
core,cluener,qwen25_7b_base,input,6101,text_micro_f1,53.27978580990629
core,cluener,qwen25_7b_base,input,6101,content_correct,24.422933730454208
core,cluener,qwen25_7b_base,input,6101,schema_valid,97.09605361131794
core,cluener,qwen25_7b_base,input,6101,strict_json,99.85107967237528
core,cluener,qwen25_7b_base,input,6101,native_eos_pct,99.92553983618764
core,cluener,qwen25_7b_base,input,6101,capped_pct,0.07446016381236038
core,cluener,qwen25_7b_base,input,6101,mean_generated_tokens,36.090096798212954
core,cluener,qwen25_7b_base,input,6102,primary,51.24338199903738
core,cluener,qwen25_7b_base,input,6102,span_precision_pct,50.52198671306549
core,cluener,qwen25_7b_base,input,6102,span_recall_pct,51.985677083333336
core,cluener,qwen25_7b_base,input,6102,text_micro_f1,52.30226215305631
core,cluener,qwen25_7b_base,input,6102,content_correct,21.816827997021594
core,cluener,qwen25_7b_base,input,6102,schema_valid,96.87267311988086
core,cluener,qwen25_7b_base,input,6102,strict_json,99.85107967237528
core,cluener,qwen25_7b_base,input,6102,native_eos_pct,100.0
core,cluener,qwen25_7b_base,input,6102,capped_pct,0.0
core,cluener,qwen25_7b_base,input,6102,mean_generated_tokens,38.43410275502606
core,cluener,qwen25_7b_base,output,6100,primary,54.066008846546445
core,cluener,qwen25_7b_base,output,6100,span_precision_pct,56.62865288667142
core,cluener,qwen25_7b_base,output,6100,span_recall_pct,51.725260416666664
core,cluener,qwen25_7b_base,output,6100,text_micro_f1,55.427015991833954
core,cluener,qwen25_7b_base,output,6100,content_correct,25.01861504095309
core,cluener,qwen25_7b_base,output,6100,schema_valid,96.0536113179449
core,cluener,qwen25_7b_base,output,6100,strict_json,99.18093819806404
core,cluener,qwen25_7b_base,output,6100,native_eos_pct,99.18093819806404
core,cluener,qwen25_7b_base,output,6100,capped_pct,0.8190618019359642
core,cluener,qwen25_7b_base,output,6100,mean_generated_tokens,38.45048399106478
core,cluener,qwen25_7b_base,output,6101,primary,53.74241402562374
core,cluener,qwen25_7b_base,output,6101,span_precision_pct,55.73426573426573
core,cluener,qwen25_7b_base,output,6101,span_recall_pct,51.888020833333336
core,cluener,qwen25_7b_base,output,6101,text_micro_f1,55.19217801753203
core,cluener,qwen25_7b_base,output,6101,content_correct,24.94415487714073
core,cluener,qwen25_7b_base,output,6101,schema_valid,96.50037230081907
core,cluener,qwen25_7b_base,output,6101,strict_json,99.03201787043932
core,cluener,qwen25_7b_base,output,6101,native_eos_pct,99.03201787043932
core,cluener,qwen25_7b_base,output,6101,capped_pct,0.9679821295606851
core,cluener,qwen25_7b_base,output,6101,mean_generated_tokens,39.77513030528667
core,cluener,qwen25_7b_base,output,6102,primary,53.41098169717138
core,cluener,qwen25_7b_base,output,6102,span_precision_pct,54.62899931926481
core,cluener,qwen25_7b_base,output,6102,span_recall_pct,52.24609375
core,cluener,qwen25_7b_base,output,6102,text_micro_f1,54.70881863560732
core,cluener,qwen25_7b_base,output,6102,content_correct,24.72077438570365
core,cluener,qwen25_7b_base,output,6102,schema_valid,96.4259121370067
core,cluener,qwen25_7b_base,output,6102,strict_json,98.8830975428146
core,cluener,qwen25_7b_base,output,6102,native_eos_pct,98.8830975428146
core,cluener,qwen25_7b_base,output,6102,capped_pct,1.1169024571854058
core,cluener,qwen25_7b_base,output,6102,mean_generated_tokens,41.28592702903946
core,cluener,qwen25_7b_base,both,6100,primary,59.996670551023804
core,cluener,qwen25_7b_base,both,6100,span_precision_pct,61.396933560477
core,cluener,qwen25_7b_base,both,6100,span_recall_pct,58.658854166666664
core,cluener,qwen25_7b_base,both,6100,text_micro_f1,60.92891626435825
core,cluener,qwen25_7b_base,both,6100,content_correct,29.932985852568876
core,cluener,qwen25_7b_base,both,6100,schema_valid,97.02159344750558
core,cluener,qwen25_7b_base,both,6100,strict_json,99.77661950856292
core,cluener,qwen25_7b_base,both,6100,native_eos_pct,99.77661950856292
core,cluener,qwen25_7b_base,both,6100,capped_pct,0.22338049143708116
core,cluener,qwen25_7b_base,both,6100,mean_generated_tokens,36.867460908413996
core,cluener,qwen25_7b_base,both,6101,primary,60.19041471679845
core,cluener,qwen25_7b_base,both,6101,span_precision_pct,59.68
core,cluener,qwen25_7b_base,both,6101,span_recall_pct,60.709635416666664
core,cluener,qwen25_7b_base,both,6101,text_micro_f1,61.38454090689043
core,cluener,qwen25_7b_base,both,6101,content_correct,28.66716306775875
core,cluener,qwen25_7b_base,both,6101,schema_valid,96.7982129560685
core,cluener,qwen25_7b_base,both,6101,strict_json,99.85107967237528
core,cluener,qwen25_7b_base,both,6101,native_eos_pct,99.85107967237528
core,cluener,qwen25_7b_base,both,6101,capped_pct,0.14892032762472077
core,cluener,qwen25_7b_base,both,6101,mean_generated_tokens,38.39463886820551
core,cluener,qwen25_7b_base,both,6102,primary,59.170477842611575
core,cluener,qwen25_7b_base,both,6102,span_precision_pct,57.38758029978587
core,cluener,qwen25_7b_base,both,6102,span_recall_pct,61.067708333333336
core,cluener,qwen25_7b_base,both,6102,text_micro_f1,60.3690269673553
core,cluener,qwen25_7b_base,both,6102,content_correct,28.145941921072225
core,cluener,qwen25_7b_base,both,6102,schema_valid,96.87267311988086
core,cluener,qwen25_7b_base,both,6102,strict_json,99.92553983618764
core,cluener,qwen25_7b_base,both,6102,native_eos_pct,99.92553983618764
core,cluener,qwen25_7b_base,both,6102,capped_pct,0.07446016381236038
core,cluener,qwen25_7b_base,both,6102,mean_generated_tokens,39.657483246463144
core,cluener,qwen3_06b_base,base,,primary,0.5911694069831886
core,cluener,qwen3_06b_base,base,,span_precision_pct,0.6834686031610423
core,cluener,qwen3_06b_base,base,,span_recall_pct,0.5208333333333334
core,cluener,qwen3_06b_base,base,,text_micro_f1,4.951043783484205
core,cluener,qwen3_06b_base,base,,content_correct,0.0
core,cluener,qwen3_06b_base,base,,schema_valid,5.584512285927029
core,cluener,qwen3_06b_base,base,,strict_json,29.784065524944154
core,cluener,qwen3_06b_base,base,,native_eos_pct,30.60312732688012
core,cluener,qwen3_06b_base,base,,capped_pct,69.39687267311989
core,cluener,qwen3_06b_base,base,,mean_generated_tokens,395.3224125093075
core,cluener,qwen3_06b_base,hidden,6100,primary,60.476190476190474
core,cluener,qwen3_06b_base,hidden,6100,span_precision_pct,59.014869888475836
core,cluener,qwen3_06b_base,hidden,6100,span_recall_pct,62.01171875
core,cluener,qwen3_06b_base,hidden,6100,text_micro_f1,61.111111111111114
core,cluener,qwen3_06b_base,hidden,6100,content_correct,30.67758749069248
core,cluener,qwen3_06b_base,hidden,6100,schema_valid,97.76619508562919
core,cluener,qwen3_06b_base,hidden,6100,strict_json,99.47877885331347
core,cluener,qwen3_06b_base,hidden,6100,native_eos_pct,99.47877885331347
core,cluener,qwen3_06b_base,hidden,6100,capped_pct,0.5212211466865228
core,cluener,qwen3_06b_base,hidden,6100,mean_generated_tokens,41.511541325390915
core,cluener,qwen3_06b_base,hidden,6101,primary,61.029759093056214
core,cluener,qwen3_06b_base,hidden,6101,span_precision_pct,59.103385178408054
core,cluener,qwen3_06b_base,hidden,6101,span_recall_pct,63.0859375
core,cluener,qwen3_06b_base,hidden,6101,text_micro_f1,61.628090064556766
core,cluener,qwen3_06b_base,hidden,6101,content_correct,29.932985852568876
core,cluener,qwen3_06b_base,hidden,6101,schema_valid,97.61727475800447
core,cluener,qwen3_06b_base,hidden,6101,strict_json,99.6276991809382
core,cluener,qwen3_06b_base,hidden,6101,native_eos_pct,99.6276991809382
core,cluener,qwen3_06b_base,hidden,6101,capped_pct,0.37230081906180196
core,cluener,qwen3_06b_base,hidden,6101,mean_generated_tokens,41.451228592702904
core,cluener,qwen3_06b_base,hidden,6102,primary,61.418326693227094
core,cluener,qwen3_06b_base,hidden,6102,span_precision_pct,60.1623477989385
core,cluener,qwen3_06b_base,hidden,6102,span_recall_pct,62.727864583333336
core,cluener,qwen3_06b_base,hidden,6102,text_micro_f1,62.08764940239044
core,cluener,qwen3_06b_base,hidden,6102,content_correct,31.04988830975428
core,cluener,qwen3_06b_base,hidden,6102,schema_valid,97.98957557706628
core,cluener,qwen3_06b_base,hidden,6102,strict_json,99.77661950856292
core,cluener,qwen3_06b_base,hidden,6102,native_eos_pct,99.77661950856292
core,cluener,qwen3_06b_base,hidden,6102,capped_pct,0.22338049143708116
core,cluener,qwen3_06b_base,hidden,6102,mean_generated_tokens,39.781831720029786
core,cluener,qwen3_06b_base,hidden_budget,6100,primary,60.761112887751835
core,cluener,qwen3_06b_base,hidden_budget,6100,span_precision_pct,59.71087366436203
core,cluener,qwen3_06b_base,hidden_budget,6100,span_recall_pct,61.848958333333336
core,cluener,qwen3_06b_base,hidden_budget,6100,text_micro_f1,61.36872401662936
core,cluener,qwen3_06b_base,hidden_budget,6100,content_correct,30.75204765450484
core,cluener,qwen3_06b_base,hidden_budget,6100,schema_valid,97.84065524944155
core,cluener,qwen3_06b_base,hidden_budget,6100,strict_json,99.40431868950111
core,cluener,qwen3_06b_base,hidden_budget,6100,native_eos_pct,99.40431868950111
core,cluener,qwen3_06b_base,hidden_budget,6100,capped_pct,0.5956813104988831
core,cluener,qwen3_06b_base,hidden_budget,6100,mean_generated_tokens,41.422189128816086
core,cluener,qwen3_06b_base,hidden_budget,6101,primary,60.97867001254705
core,cluener,qwen3_06b_base,hidden_budget,6101,span_precision_pct,58.83777239709443
core,cluener,qwen3_06b_base,hidden_budget,6101,span_recall_pct,63.28125
core,cluener,qwen3_06b_base,hidden_budget,6101,text_micro_f1,61.637390213299874
core,cluener,qwen3_06b_base,hidden_budget,6101,content_correct,29.858525688756515
core,cluener,qwen3_06b_base,hidden_budget,6101,schema_valid,97.46835443037975
core,cluener,qwen3_06b_base,hidden_budget,6101,strict_json,99.6276991809382
core,cluener,qwen3_06b_base,hidden_budget,6101,native_eos_pct,99.6276991809382
core,cluener,qwen3_06b_base,hidden_budget,6101,capped_pct,0.37230081906180196
core,cluener,qwen3_06b_base,hidden_budget,6101,mean_generated_tokens,41.71407297096054
core,cluener,qwen3_06b_base,hidden_budget,6102,primary,61.691542288557216
core,cluener,qwen3_06b_base,hidden_budget,6102,span_precision_pct,60.8420386198164
core,cluener,qwen3_06b_base,hidden_budget,6102,span_recall_pct,62.565104166666664
core,cluener,qwen3_06b_base,hidden_budget,6102,text_micro_f1,62.39768897448243
core,cluener,qwen3_06b_base,hidden_budget,6102,content_correct,31.571109456440805
core,cluener,qwen3_06b_base,hidden_budget,6102,schema_valid,98.36187639612807
core,cluener,qwen3_06b_base,hidden_budget,6102,strict_json,99.92553983618764
core,cluener,qwen3_06b_base,hidden_budget,6102,native_eos_pct,99.92553983618764
core,cluener,qwen3_06b_base,hidden_budget,6102,capped_pct,0.07446016381236038
core,cluener,qwen3_06b_base,hidden_budget,6102,mean_generated_tokens,38.50186150409531
core,cluener,qwen3_06b_base,hidden_input,6100,primary,60.636463395516536
core,cluener,qwen3_06b_base,hidden_input,6100,span_precision_pct,58.48200786211068
core,cluener,qwen3_06b_base,hidden_input,6100,span_recall_pct,62.955729166666664
core,cluener,qwen3_06b_base,hidden_input,6100,text_micro_f1,61.29487380467158
core,cluener,qwen3_06b_base,hidden_input,6100,content_correct,31.12434847356664
core,cluener,qwen3_06b_base,hidden_input,6100,schema_valid,97.69173492181683
core,cluener,qwen3_06b_base,hidden_input,6100,strict_json,99.32985852568876
core,cluener,qwen3_06b_base,hidden_input,6100,native_eos_pct,99.32985852568876
core,cluener,qwen3_06b_base,hidden_input,6100,capped_pct,0.6701414743112435
core,cluener,qwen3_06b_base,hidden_input,6100,mean_generated_tokens,43.13700670141474
core,cluener,qwen3_06b_base,hidden_input,6101,primary,61.924161704794734
core,cluener,qwen3_06b_base,hidden_input,6101,span_precision_pct,59.69788519637462
core,cluener,qwen3_06b_base,hidden_input,6101,span_recall_pct,64.32291666666667
core,cluener,qwen3_06b_base,hidden_input,6101,text_micro_f1,62.55092447508618
core,cluener,qwen3_06b_base,hidden_input,6101,content_correct,30.52866716306776
core,cluener,qwen3_06b_base,hidden_input,6101,schema_valid,97.54281459419211
core,cluener,qwen3_06b_base,hidden_input,6101,strict_json,99.6276991809382
core,cluener,qwen3_06b_base,hidden_input,6101,native_eos_pct,99.6276991809382
core,cluener,qwen3_06b_base,hidden_input,6101,capped_pct,0.37230081906180196
core,cluener,qwen3_06b_base,hidden_input,6101,mean_generated_tokens,41.844378257632165
core,cluener,qwen3_06b_base,hidden_input,6102,primary,61.589613679544016
core,cluener,qwen3_06b_base,hidden_input,6102,span_precision_pct,59.956843403205916
core,cluener,qwen3_06b_base,hidden_input,6102,span_recall_pct,63.313802083333336
core,cluener,qwen3_06b_base,hidden_input,6102,text_micro_f1,62.38125395820139
core,cluener,qwen3_06b_base,hidden_input,6102,content_correct,31.794489947877885
core,cluener,qwen3_06b_base,hidden_input,6102,schema_valid,97.61727475800447
core,cluener,qwen3_06b_base,hidden_input,6102,strict_json,99.70215934475056
